,severity_class
5991,leger
3560,leger
15217,modere
17726,leger
8837,severe
10797,modere
17869,leger
4572,modere
6768,modere
10176,leger
13854,modere
11810,modere
11417,modere
6324,leger
12626,modere
18442,leger
17239,leger
18876,modere
2306,modere
15215,leger
4466,leger
1650,leger
17716,leger
8876,modere
7468,modere
18650,modere
3460,leger
10117,modere
6824,modere
2843,leger
5012,leger
5559,leger
3844,leger
17231,leger
5318,modere
1492,severe
14164,leger
1383,leger
18265,leger
10275,leger
11666,modere
11193,leger
18487,modere
14843,leger
19061,modere
10077,modere
10106,leger
17651,modere
4443,leger
5180,leger
5910,leger
18677,leger
2908,leger
2381,leger
752,modere
776,leger
12217,leger
18778,modere
10324,leger
2114,modere
16594,modere
2322,modere
428,leger
4362,severe
7931,severe
15938,leger
3034,leger
2510,modere
10493,modere
5616,modere
1881,leger
14492,leger
8129,leger
8345,modere
12427,modere
4681,leger
3189,leger
11686,leger
11723,severe
4969,modere
9593,leger
6971,severe
9133,leger
17846,modere
8801,leger
5080,leger
11711,leger
8170,modere
15566,modere
17762,leger
17688,severe
16780,modere
13366,modere
15935,modere
8624,modere
13812,modere
3986,leger
15384,leger
11637,modere
17809,leger
8091,modere
14973,leger
11470,modere
15256,modere
4940,modere
9480,leger
15984,modere
15698,modere
10025,modere
16659,leger
11925,leger
7184,leger
1074,leger
13598,leger
15067,leger
9360,leger
13710,leger
5529,severe
5410,modere
6045,modere
12242,modere
14015,modere
3764,modere
3376,modere
17681,leger
1113,modere
305,leger
19256,leger
14288,modere
9125,modere
5723,leger
13902,leger
13707,modere
4985,leger
14020,leger
465,severe
13354,leger
2099,modere
18761,leger
39,leger
14059,modere
6210,leger
19325,leger
4479,modere
4475,leger
9833,modere
16937,leger
61,leger
8692,modere
13473,leger
14967,modere
18473,leger
5304,leger
8006,leger
13375,modere
13271,leger
8083,leger
12949,modere
17792,severe
4743,leger
15652,leger
1110,leger
18505,modere
17891,severe
4171,modere
18536,leger
4024,leger
10511,leger
6311,leger
15353,leger
457,modere
15599,modere
4830,leger
7214,modere
7899,modere
9049,modere
18956,modere
4128,leger
5083,leger
15825,severe
2907,leger
2514,leger
15580,severe
15109,leger
7627,modere
15934,severe
9218,leger
17980,leger
859,modere
11155,leger
15161,leger
7936,leger
16432,severe
10255,leger
609,leger
9699,modere
15489,modere
14584,leger
5229,leger
4582,leger
1060,severe
12550,modere
3213,modere
13885,leger
4949,leger
17346,modere
7846,modere
15471,leger
11499,modere
11,modere
15540,leger
9631,leger
2534,leger
13176,leger
16870,leger
11367,modere
11068,modere
14258,leger
12789,leger
9342,severe
11933,leger
14377,leger
13999,leger
18084,leger
6897,leger
5913,leger
17182,modere
9706,modere
11207,leger
2795,modere
16079,leger
9966,modere
13359,leger
4795,leger
1826,modere
12176,leger
17745,leger
747,leger
14535,leger
8463,leger
13593,modere
15878,leger
10078,modere
16015,modere
240,leger
9908,modere
564,leger
18078,leger
9826,modere
19308,modere
3040,leger
13503,modere
6336,leger
5208,leger
9036,leger
857,modere
8046,modere
14266,leger
12843,modere
6992,modere
12863,leger
4086,modere
5436,leger
5577,modere
7658,leger
14193,leger
14267,leger
140,modere
9825,leger
4005,modere
14481,modere
9985,leger
3469,modere
2218,modere
3880,leger
1247,leger
12497,leger
8071,leger
16923,leger
2549,modere
11395,leger
7161,leger
12504,leger
2990,leger
7270,leger
19366,leger
14936,severe
3416,modere
19080,severe
2690,severe
10361,leger
15765,leger
13388,leger
10679,leger
6676,leger
3756,modere
4852,severe
10434,modere
11887,modere
2243,leger
2419,leger
2979,modere
1043,leger
3885,severe
12078,leger
17334,modere
12649,leger
3337,modere
6712,modere
7822,modere
10775,modere
17114,modere
434,modere
10303,leger
8683,leger
10437,modere
8563,modere
1003,modere
9609,leger
8744,leger
3096,leger
16191,severe
11884,leger
12199,leger
6167,leger
3784,modere
6457,leger
1664,leger
9600,leger
10419,leger
3617,modere
11192,modere
15127,modere
14876,leger
19078,leger
18268,leger
12617,leger
9451,leger
9316,severe
14302,leger
7016,modere
5853,leger
1785,leger
17849,leger
3671,modere
117,leger
15096,modere
13660,modere
8674,leger
3478,modere
16092,modere
9226,leger
4715,modere
1616,leger
14060,leger
9561,modere
527,modere
1127,modere
18914,modere
6128,severe
4898,modere
8595,modere
14361,modere
917,severe
2734,leger
1575,modere
3161,leger
12196,modere
17680,leger
13735,leger
13150,leger
16512,severe
14730,leger
15513,leger
6231,modere
9251,leger
15940,severe
8231,leger
15228,leger
6988,leger
3998,leger
6778,leger
12143,leger
14906,modere
10631,leger
4663,leger
10341,leger
10900,leger
17237,modere
8808,modere
10206,modere
1469,leger
8779,leger
16279,modere
17192,leger
15915,leger
17542,leger
18665,modere
17201,leger
13471,modere
9762,modere
10557,leger
13976,leger
419,severe
16854,modere
13892,modere
9606,leger
9132,severe
4474,leger
13463,leger
6471,leger
11918,severe
87,leger
5144,modere
2857,modere
6952,leger
16151,severe
7834,modere
2472,leger
8312,leger
3944,modere
322,leger
931,leger
2656,leger
13314,modere
17936,leger
11831,severe
7195,leger
9843,leger
13112,severe
11021,leger
13227,modere
1786,modere
16917,leger
11644,modere
12048,leger
9672,severe
7273,leger
6757,modere
4905,modere
11217,modere
3815,modere
14635,modere
11419,modere
4707,modere
2127,modere
5356,modere
8558,modere
3454,leger
15589,leger
4046,modere
6460,leger
14412,leger
3737,modere
16288,modere
8914,modere
18808,modere
1423,leger
16458,leger
3907,severe
13601,leger
13143,leger
11096,modere
17867,modere
3556,leger
5240,leger
18543,modere
14720,modere
7622,modere
4481,severe
9192,leger
12413,leger
17830,modere
14527,modere
2919,modere
11741,leger
9860,modere
2918,leger
17407,leger
8343,modere
10049,leger
1326,leger
13784,leger
7741,modere
5607,modere
9642,modere
1857,leger
7778,leger
10770,leger
18210,modere
10534,modere
5613,severe
15903,leger
13144,modere
9255,modere
13745,leger
14774,modere
15728,leger
4485,leger
13939,modere
4234,modere
19196,leger
15770,modere
13698,modere
5700,modere
7858,leger
11547,modere
4773,leger
3739,modere
816,severe
17843,leger
18297,modere
9250,leger
10643,severe
16882,modere
9246,modere
17838,leger
9387,severe
12952,leger
17709,modere
14381,modere
8648,leger
15345,modere
11584,modere
6119,leger
14891,leger
4445,leger
8137,modere
3514,modere
13575,leger
13910,modere
12347,severe
333,leger
2453,modere
2580,leger
15659,modere
15742,leger
10906,leger
14646,leger
16077,modere
14840,leger
1466,leger
11336,modere
1811,modere
3898,modere
9903,leger
17028,leger
19149,modere
6263,leger
12986,leger
14192,modere
13011,leger
10189,modere
6033,severe
17597,leger
5715,modere
9471,leger
10889,modere
4017,modere
14154,modere
13221,severe
3683,severe
13966,leger
9588,modere
7568,leger
12495,leger
14008,leger
9655,leger
17204,modere
12026,modere
18987,modere
13454,leger
14547,modere
5276,modere
14859,leger
17793,severe
5683,severe
8787,leger
18338,modere
11662,leger
10340,leger
11677,leger
7232,modere
7512,severe
3746,leger
1410,modere
7499,leger
17836,modere
15843,leger
8832,leger
17913,leger
4854,leger
8161,severe
18884,leger
9975,leger
8700,modere
10843,modere
11646,severe
8191,severe
18658,modere
18968,leger
136,leger
7290,leger
11031,modere
16866,leger
3796,modere
19375,modere
779,leger
19369,leger
9035,leger
10825,leger
3445,leger
15644,modere
6570,leger
7621,leger
12650,leger
6701,modere
1646,modere
8681,leger
470,leger
6496,modere
3892,leger
15727,leger
18846,leger
14708,leger
18598,modere
4562,leger
13301,leger
14749,severe
3542,leger
1085,leger
2827,modere
4931,modere
1858,modere
13370,leger
2473,severe
17277,modere
17960,severe
5014,modere
13148,leger
8670,modere
17084,modere
7745,modere
1234,leger
2811,modere
11762,severe
2714,modere
10998,modere
10046,modere
17592,leger
13023,modere
7874,modere
18986,severe
15831,leger
2889,severe
8415,modere
7298,modere
2999,modere
7835,modere
787,modere
19307,modere
6255,severe
10394,leger
8462,leger
9165,leger
14645,modere
18134,severe
3854,leger
6523,leger
10778,leger
4720,leger
16173,modere
201,severe
3274,leger
14825,leger
16759,modere
15617,leger
10539,leger
9399,leger
7158,leger
4314,modere
7541,modere
7364,leger
7764,leger
3296,leger
3572,severe
11237,leger
4935,modere
17467,leger
683,modere
1551,leger
10980,leger
6029,leger
3937,modere
4417,leger
15360,leger
2281,modere
1897,leger
18384,modere
17569,leger
2604,leger
12719,leger
7860,modere
19320,leger
10885,severe
10484,modere
6006,modere
1889,severe
12356,modere
11574,leger
6787,leger
10965,modere
11437,leger
8120,leger
10509,leger
17528,leger
5745,leger
6079,leger
17165,modere
4926,severe
6258,leger
5337,leger
19121,modere
8118,leger
15886,modere
4271,leger
10408,leger
4047,severe
5612,severe
14766,modere
17046,leger
14346,modere
7647,modere
15320,leger
8530,modere
3655,leger
10898,leger
18639,leger
9924,leger
9813,leger
7684,modere
17303,leger
9146,modere
8494,leger
19260,leger
13876,modere
6235,leger
5576,modere
17080,modere
19306,leger
16819,leger
16324,leger
6074,leger
2369,leger
18523,modere
16112,leger
15544,modere
11294,leger
8688,modere
15746,leger
18938,modere
2610,leger
8998,modere
3818,severe
10349,modere
17661,modere
4923,modere
6836,leger
12428,leger
11018,modere
14778,modere
9216,leger
14996,modere
2240,modere
8555,modere
18203,modere
5898,modere
10875,leger
17573,modere
17301,leger
3109,leger
14250,leger
9105,leger
13527,modere
12809,leger
17848,leger
11755,leger
19047,severe
8888,modere
16919,leger
13397,leger
16907,leger
15313,modere
14902,modere
16469,modere
5643,leger
16621,modere
17925,leger
6891,modere
5778,leger
5893,leger
19058,modere
12077,modere
19029,leger
6655,modere
7587,leger
15538,leger
3682,leger
2100,severe
14242,modere
3935,modere
2717,leger
1555,leger
9033,modere
6105,modere
15682,leger
2388,modere
12585,leger
14243,modere
18969,modere
557,leger
17229,severe
3064,modere
12478,leger
2330,modere
10319,leger
11306,leger
2298,modere
15972,severe
15885,modere
13740,modere
18669,leger
1791,leger
15042,leger
946,modere
9446,modere
9313,leger
1325,modere
6395,modere
10667,leger
3799,modere
2559,leger
15773,leger
14121,modere
7761,modere
10739,leger
11318,severe
6465,leger
5338,modere
14041,modere
13959,modere
17230,severe
13577,leger
18152,modere
5808,leger
6199,modere
18095,leger
8811,modere
4022,modere
17591,modere
19036,leger
14170,severe
1905,modere
4137,leger
6968,modere
1676,modere
15521,severe
8333,leger
16408,leger
14951,leger
8393,leger
7913,leger
17331,leger
143,leger
17242,leger
9012,modere
3872,leger
16351,leger
18704,leger
13969,modere
4473,modere
13661,leger
11761,leger
4055,severe
2867,leger
12024,modere
3959,modere
15470,modere
654,leger
3689,modere
7713,leger
11745,leger
10177,leger
14125,leger
266,leger
1261,leger
6697,leger
10862,modere
4139,leger
811,modere
4154,modere
14627,modere
6296,leger
8923,modere
805,modere
6474,modere
3298,modere
2962,modere
5899,leger
12787,leger
7231,leger
13608,modere
14421,leger
8435,leger
18448,leger
11980,modere
4317,modere
7742,modere
17707,leger
1800,modere
18901,leger
3518,leger
535,modere
10840,modere
13426,leger
15527,leger
4853,modere
5109,leger
9797,modere
11576,modere
560,leger
6490,leger
19027,modere
5508,leger
5052,leger
2863,modere
6966,modere
1730,leger
2685,modere
13764,leger
2166,modere
15349,severe
2277,leger
1042,modere
11078,leger
12992,modere
16946,severe
16627,modere
6616,modere
18973,modere
16143,modere
11147,leger
7313,leger
17622,modere
18717,modere
16124,leger
2178,modere
17264,modere
3409,modere
16805,modere
9392,leger
3275,severe
7728,modere
6459,leger
10750,modere
19373,modere
2866,leger
10838,modere
4450,modere
7795,modere
6372,modere
3427,modere
4550,leger
302,modere
12925,leger
17431,modere
17164,modere
473,modere
3825,leger
15368,modere
18604,leger
17583,modere
2936,leger
1590,modere
7475,leger
17293,modere
450,severe
3434,leger
9092,modere
17881,leger
18883,modere
17291,leger
10142,leger
2332,modere
16410,severe
4782,modere
18018,leger
19156,severe
9953,modere
15193,leger
1187,leger
1833,leger
14245,modere
13089,modere
9108,modere
11411,leger
8456,leger
17584,leger
3602,modere
3016,severe
4563,leger
320,leger
2227,leger
17015,leger
783,leger
16743,modere
3045,modere
9505,severe
8777,leger
7251,leger
17586,severe
3317,leger
6688,modere
5838,leger
3168,leger
652,leger
2124,leger
11902,leger
1721,leger
13625,leger
2930,leger
10970,severe
17163,modere
11003,modere
46,modere
8158,modere
13615,modere
16927,modere
10767,leger
3785,leger
8155,leger
15852,leger
11172,modere
12248,severe
11688,leger
1516,leger
234,leger
19312,modere
962,modere
17132,modere
904,severe
18401,leger
11837,modere
9270,leger
16308,modere
10591,modere
12584,modere
12723,modere
2721,leger
2462,modere
7917,modere
7915,severe
1331,modere
13197,modere
6858,severe
16450,modere
13733,leger
489,leger
19412,modere
18180,severe
7510,modere
3273,leger
4201,severe
12229,leger
12797,modere
3698,leger
3214,leger
317,leger
10616,modere
9981,leger
6270,modere
1293,modere
6178,leger
9694,modere
10332,leger
7197,leger
12286,severe
15837,modere
12727,severe
16662,leger
1665,leger
7729,leger
4699,modere
17141,modere
8128,modere
1148,leger
3343,modere
9434,leger
4902,leger
12711,leger
16168,leger
8521,leger
10823,leger
16259,leger
13822,leger
13371,leger
17251,modere
14156,leger
13131,modere
16581,leger
4119,modere
3444,leger
19283,leger
818,leger
11364,modere
16952,leger
18188,severe
6644,leger
14058,leger
11426,leger
6286,modere
14124,leger
9722,leger
14631,leger
5766,modere
9449,leger
15494,modere
9153,leger
5185,leger
8887,leger
2722,modere
1924,severe
14744,modere
11487,leger
15203,leger
16468,leger
18171,leger
14291,modere
11516,leger
2444,modere
835,modere
15163,leger
1662,leger
14542,leger
13328,modere
2179,modere
10264,leger
1488,leger
1099,modere
905,modere
17690,severe
13600,leger
7854,leger
401,modere
15821,leger
2313,leger
6113,modere
656,leger
5273,modere
5914,modere
9141,leger
13943,leger
12810,modere
3874,modere
1928,modere
5178,leger
16181,leger
7916,modere
2883,modere
17787,leger
18766,modere
7865,modere
5179,modere
7595,modere
912,modere
17572,leger
16769,modere
4084,modere
14925,leger
2895,leger
16582,modere
405,modere
11220,leger
14612,leger
442,severe
2085,modere
14747,severe
3757,modere
6806,modere
1126,modere
7705,modere
4103,modere
18878,leger
5730,leger
18016,leger
13196,leger
16658,leger
1923,leger
11430,leger
8175,leger
108,modere
2931,leger
11195,leger
1341,severe
6619,modere
5888,modere
16881,modere
9525,modere
718,severe
10044,modere
16515,leger
14893,modere
5437,leger
12216,modere
18822,severe
6947,leger
18621,modere
18483,leger
6200,leger
7441,leger
19075,leger
12254,leger
14323,modere
1787,leger
15699,modere
7965,leger
7569,modere
5239,leger
17747,leger
13377,leger
11174,modere
6271,leger
13008,modere
10715,leger
11369,severe
18266,modere
15774,leger
13651,leger
16264,leger
11065,severe
6776,leger
11758,leger
316,modere
8850,leger
11054,leger
6502,leger
15,modere
9234,leger
5133,leger
8542,leger
10678,leger
2455,modere
18517,leger
3483,leger
18475,leger
15988,modere
5896,modere
5562,leger
5362,modere
16708,modere
12277,modere
3610,severe
17516,modere
4702,modere
11943,leger
9169,leger
6990,leger
1364,modere
6104,modere
3283,leger
5121,leger
4858,leger
6665,leger
18892,modere
18694,leger
15783,leger
9677,modere
8472,modere
820,leger
14365,leger
6367,modere
8088,leger
17766,modere
2387,severe
2789,severe
8098,modere
11110,leger
17621,modere
4974,leger
14767,modere
11461,leger
4288,modere
4241,leger
18508,leger
15576,modere
13692,severe
16703,modere
6458,modere
15449,leger
11908,leger
10154,leger
12773,leger
663,leger
18413,leger
6696,leger
16297,modere
16867,modere
17699,leger
17415,leger
17152,modere
6624,modere
813,modere
2372,leger
17723,leger
19338,leger
12874,modere
13356,leger
6281,modere
6268,leger
4685,modere
14632,leger
1386,modere
5669,modere
8982,leger
7923,modere
3797,leger
18150,modere
3206,leger
10167,severe
7065,leger
15832,leger
8903,leger
13305,modere
11023,leger
2156,leger
14006,modere
296,leger
17457,severe
8142,modere
12208,leger
6804,modere
11678,modere
11251,leger
15688,modere
17546,modere
1544,leger
8078,severe
18207,modere
4496,modere
10147,modere
3423,leger
18196,leger
13771,leger
7320,leger
3884,modere
6777,leger
3534,leger
8987,modere
12259,modere
18759,modere
5595,modere
2016,modere
5053,modere
13830,modere
19180,leger
570,leger
14515,modere
252,modere
19043,leger
9349,leger
5845,leger
6584,leger
3281,leger
14594,leger
7162,modere
15813,leger
12537,modere
19014,leger
15804,modere
11443,severe
1595,leger
14300,leger
10913,modere
18112,leger
14544,leger
1402,modere
14359,leger
13757,leger
13631,modere
18502,leger
2687,modere
15167,leger
8063,modere
6749,leger
3723,leger
17610,leger
15911,modere
6516,leger
16544,severe
17174,modere
9792,modere
17193,modere
120,modere
14552,modere
6078,modere
15257,modere
4785,leger
16832,leger
10744,modere
14274,modere
4592,modere
7223,leger
15400,modere
9470,modere
9159,leger
4050,leger
18298,modere
5915,leger
12611,modere
15039,modere
15889,leger
616,leger
17632,leger
13960,leger
19126,leger
1979,leger
15495,modere
6386,modere
2248,leger
14768,leger
573,leger
2527,modere
15944,modere
9552,leger
17451,leger
998,leger
13998,leger
11358,modere
17781,leger
4033,modere
8840,leger
12491,leger
3363,modere
6165,leger
15534,modere
13072,severe
9468,leger
10895,modere
5251,leger
12095,modere
14609,leger
8110,modere
12471,modere
13917,leger
10544,leger
3255,leger
5159,modere
14069,modere
17958,modere
16166,leger
18888,leger
7787,leger
15582,leger
12007,modere
3080,leger
12599,leger
10937,leger
18775,modere
1140,modere
13067,modere
5389,leger
1683,modere
16349,modere
9732,leger
18054,leger
9899,severe
12222,leger
3456,leger
18551,severe
2434,leger
3395,leger
8185,modere
542,modere
13313,leger
13279,leger
18965,modere
3640,leger
3692,modere
14123,severe
15962,leger
7586,leger
18500,leger
4003,modere
8186,modere
14078,modere
18363,modere
16010,leger
15201,leger
14047,modere
804,leger
4655,modere
16897,leger
6685,leger
3358,severe
10691,modere
11472,leger
19362,leger
12113,modere
10560,modere
18340,modere
15443,leger
7088,modere
12273,leger
15714,leger
11623,leger
17708,leger
1867,severe
14385,leger
5364,leger
1273,severe
17997,modere
10527,leger
14551,leger
19251,modere
2650,modere
6086,leger
6087,severe
7488,leger
10945,severe
3656,modere
8238,modere
13894,leger
14234,modere
13182,leger
12252,leger
16507,leger
9158,modere
10218,leger
14126,modere
17497,modere
511,modere
9791,modere
18009,leger
14355,modere
3292,leger
7918,leger
12422,modere
407,leger
17907,leger
17202,leger
12051,modere
10090,leger
7601,leger
724,leger
17055,leger
14334,modere
17372,modere
18634,modere
16532,leger
13670,modere
1159,leger
13192,modere
7159,leger
14958,leger
17388,leger
17906,modere
5423,modere
3523,leger
9527,leger
15510,severe
9406,modere
2487,modere
894,severe
12232,leger
4159,modere
13811,leger
14431,leger
15240,modere
17326,leger
14410,leger
47,severe
14981,modere
2927,modere
9381,leger
12761,leger
7296,modere
833,modere
15780,modere
3256,leger
13489,modere
15733,leger
1931,leger
3628,leger
10508,severe
1322,severe
2034,leger
3267,severe
17280,leger
9321,leger
11829,leger
13914,leger
12918,modere
14805,leger
8872,leger
12561,modere
484,modere
1682,leger
14141,leger
17589,severe
647,modere
11569,severe
18619,severe
7319,leger
18231,modere
14800,leger
17570,modere
13269,leger
8348,leger
4397,modere
19311,severe
11774,modere
14075,leger
4263,modere
13847,leger
18031,severe
19001,leger
8559,modere
1158,modere
19140,modere
7935,leger
15812,severe
10963,leger
7542,modere
17919,modere
876,leger
10067,leger
4531,leger
11341,modere
2563,modere
7955,leger
15221,modere
15164,modere
3015,modere
10348,modere
13522,severe
2924,leger
15331,modere
243,leger
15181,modere
12193,modere
18006,leger
7612,modere
6512,modere
15827,leger
16330,leger
8362,modere
17042,leger
16353,modere
436,modere
3163,modere
10345,leger
1715,modere
13382,severe
14933,leger
8178,modere
4542,leger
9749,leger
5227,leger
11222,severe
1228,leger
3453,leger
17096,modere
10232,leger
19015,leger
3307,leger
11373,leger
9149,leger
11268,modere
8410,modere
2126,modere
10258,leger
15710,modere
10423,modere
5594,modere
2393,modere
10997,severe
15559,modere
10480,leger
13702,leger
7703,modere
361,leger
1045,leger
7470,leger
16857,leger
3804,leger
1677,modere
8257,leger
15115,leger
9026,leger
18875,severe
15528,leger
6117,leger
19230,modere
16183,leger
11390,leger
3936,modere
16478,modere
11415,leger
18314,leger
11669,modere
8710,modere
5543,leger
2230,modere
13195,modere
2953,leger
1862,leger
4780,severe
12423,leger
16169,leger
137,modere
12010,leger
5243,leger
580,modere
1262,severe
8455,leger
11659,modere
6565,modere
9074,leger
5478,leger
16341,modere
17635,modere
1608,modere
7332,leger
12037,leger
14146,leger
9529,modere
7956,modere
12813,leger
1741,leger
545,modere
5602,modere
2718,leger
802,modere
14019,modere
7759,modere
8408,leger
4948,modere
10118,leger
1813,modere
12438,leger
15658,leger
9490,modere
4815,leger
5057,modere
5288,leger
880,leger
17445,leger
4120,leger
4249,leger
9365,leger
11399,leger
18422,modere
5015,leger
6144,leger
1702,modere
10184,modere
8115,modere
11240,modere
8857,modere
4484,modere
8311,leger
12309,modere
16775,modere
13109,modere
15077,modere
5725,modere
8225,leger
17052,leger
15493,modere
468,modere
6209,modere
9242,leger
8207,modere
3658,modere
8397,leger
6108,leger
11307,modere
6230,modere
9514,leger
1463,modere
13807,leger
15547,leger
2553,leger
15247,leger
17886,leger
18575,modere
10887,modere
2869,modere
2142,modere
1067,leger
6951,modere
3183,leger
3359,leger
8447,leger
5682,modere
11551,modere
19132,leger
5693,modere
10733,modere
13481,leger
18923,severe
15904,leger
13979,modere
5076,modere
10858,modere
694,severe
6725,modere
6949,leger
3842,modere
7381,leger
4605,modere
19356,modere
10099,leger
17646,severe
10999,leger
8534,modere
17480,modere
6892,modere
7208,leger
1457,modere
10742,severe
12777,leger
12231,modere
10676,modere
16899,modere
17550,modere
13941,modere
11122,modere
12804,leger
3107,modere
10622,leger
18035,severe
10451,modere
11180,leger
18020,leger
446,leger
15779,leger
4566,leger
7564,leger
100,leger
8753,leger
4622,severe
1789,leger
19299,leger
1727,modere
13985,leger
245,leger
5601,severe
6180,leger
14576,leger
17831,leger
2140,modere
10864,leger
4620,modere
15786,leger
16160,modere
11006,modere
18745,modere
18797,leger
11936,leger
8211,modere
10473,modere
18229,leger
12957,modere
11917,modere
3509,leger
466,leger
10735,modere
6389,leger
11227,modere
16538,modere
14174,leger
17655,leger
13250,modere
1388,leger
9720,modere
693,leger
15112,modere
13860,modere
17409,modere
1807,modere
33,leger
10016,leger
11343,leger
15460,modere
4801,modere
2976,leger
2905,modere
16599,leger
8145,leger
10069,leger
14382,leger
17816,modere
15088,leger
9701,modere
15444,leger
10316,modere
3888,severe
6303,severe
18868,modere
13183,severe
3360,leger
17147,modere
3061,leger
10662,leger
12835,leger
11604,modere
19363,modere
7432,leger
4914,modere
6242,leger
3081,leger
1863,leger
14178,modere
9779,leger
1653,leger
2116,severe
13164,leger
11912,leger
812,leger
14729,leger
15395,severe
5487,modere
18320,modere
10684,modere
11682,leger
602,leger
9993,leger
7010,modere
5987,modere
3128,modere
7553,leger
19240,modere
8492,modere
767,leger
7169,modere
14142,severe
7983,leger
8631,modere
18840,modere
9949,leger
7963,leger
172,modere
11654,leger
6540,leger
2449,modere
7944,modere
18323,leger
9795,modere
15933,leger
17663,leger
8765,leger
4453,leger
1006,modere
7004,modere
687,leger
1869,modere
3779,leger
9058,leger
11827,leger
17824,leger
1992,leger
9214,leger
4977,leger
9172,modere
2011,modere
6301,modere
15411,modere
16848,leger
16423,modere
8441,modere
3030,leger
14097,leger
7460,severe
18599,modere
16207,severe
4439,modere
7668,leger
12395,modere
17992,leger
41,modere
12091,modere
8028,leger
16174,leger
8830,leger
15663,modere
18144,modere
3010,modere
9947,leger
10102,leger
4727,modere
13284,leger
7495,leger
15997,leger
7478,leger
16475,modere
3696,modere
8859,modere
15907,leger
16924,leger
5702,leger
14484,leger
9599,modere
9485,leger
2079,modere
3223,leger
18564,severe
5978,leger
11542,modere
2199,modere
12020,leger
1596,leger
19197,leger
12260,leger
2283,leger
14813,modere
13344,leger
3037,modere
11636,modere
14177,modere
11069,modere
19069,leger
12112,leger
1888,leger
18932,leger
16536,leger
587,leger
19352,modere
12596,leger
18170,leger
830,leger
9016,modere
3162,leger
923,leger
16217,severe
6608,leger
5501,severe
10131,modere
13037,modere
17797,modere
7823,modere
16570,modere
13342,leger
398,leger
15282,modere
13080,modere
11037,modere
8351,modere
2602,leger
5040,leger
1208,severe
4510,modere
18842,modere
1705,leger
6970,leger
4070,modere
14807,leger
11725,leger
14000,modere
8948,severe
6874,leger
10413,severe
7405,severe
12194,severe
19158,modere
10725,leger
11712,leger
5822,leger
15712,leger
6080,modere
17224,modere
19046,modere
5673,leger
9148,modere
16668,modere
4106,leger
14432,leger
5163,modere
17045,modere
5058,leger
2481,leger
19262,leger
17246,leger
14733,leger
14441,modere
11453,leger
4775,modere
5107,severe
18725,leger
10011,leger
11950,leger
14220,leger
3958,modere
10170,leger
4564,modere
1431,modere
15377,severe
14332,leger
14769,leger
12802,modere
8460,leger
7177,leger
14187,leger
3559,leger
4123,leger
13251,leger
9362,leger
3374,leger
8323,leger
15298,leger
4324,modere
3157,modere
15224,leger
12942,modere
18853,leger
1437,modere
15642,leger
3291,modere
12651,leger
3865,severe
4856,severe
13187,modere
14506,modere
10703,leger
14618,leger
6048,modere
15049,leger
6008,leger
19109,leger
19367,leger
11479,leger
7064,severe
19266,modere
14235,modere
15208,modere
6903,modere
664,modere
9767,modere
12057,modere
4829,modere
5679,modere
10755,modere
8315,modere
13991,modere
16739,leger
4537,severe
8677,leger
14389,modere
8117,modere
18493,leger
563,leger
15879,leger
12312,modere
16321,leger
2633,modere
5488,modere
18108,leger
389,modere
18636,modere
5583,modere
17310,leger
6058,leger
15987,modere
5407,modere
16815,leger
2438,severe
2772,modere
3433,leger
5483,leger
18528,leger
1449,leger
2378,modere
14920,leger
8399,leger
6294,leger
6114,modere
13290,leger
6159,leger
13450,severe
14270,leger
14978,modere
10150,severe
15053,modere
13862,leger
3484,modere
5597,leger
9351,modere
4739,modere
12578,leger
16795,leger
3702,modere
18135,modere
18585,modere
14239,leger
1190,severe
8684,leger
18308,leger
17273,leger
16736,modere
12279,leger
9689,leger
18137,modere
16256,modere
6625,leger
16229,modere
9312,leger
7753,leger
103,leger
5388,severe
1251,leger
14556,modere
7165,leger
16821,severe
16732,modere
9263,leger
1084,leger
5268,modere
5171,modere
5086,leger
8184,modere
3765,modere
8874,severe
12189,modere
15707,leger
11005,leger
7653,leger
7672,leger
7857,modere
6585,leger
15859,modere
10091,leger
11720,modere
7895,leger
18525,modere
15898,modere
10849,leger
8875,modere
6401,severe
14937,modere
5740,leger
4061,severe
9157,leger
18345,modere
14363,leger
1391,leger
16441,modere
10073,leger
4348,leger
6133,leger
893,leger
6638,leger
762,modere
15184,modere
4140,modere
4191,modere
5201,leger
13797,modere
824,leger
13712,leger
8883,leger
4944,leger
15748,leger
169,leger
2565,leger
8309,leger
9830,leger
8391,modere
310,modere
10704,modere
4906,leger
11794,modere
5340,modere
11892,leger
14471,leger
16499,modere
19387,leger
12776,modere
16784,leger
13899,modere
19152,leger
8294,modere
373,leger
4689,leger
8032,modere
19386,leger
15054,leger
4204,severe
2784,leger
10399,modere
7058,modere
16589,leger
17995,modere
12736,severe
17072,leger
12672,modere
15615,modere
9493,leger
2458,modere
4848,modere
12408,modere
6631,modere
7979,severe
7418,leger
12172,leger
11975,leger
11726,modere
17086,leger
18509,modere
19331,leger
4076,leger
8632,modere
2708,modere
12877,leger
17526,leger
1550,leger
13060,modere
5809,modere
8831,leger
2723,severe
18484,modere
1960,leger
5147,modere
18329,modere
18801,leger
19141,severe
8792,severe
9770,leger
12539,leger
2539,modere
1752,leger
16694,severe
17171,leger
926,modere
1853,leger
3551,modere
8030,modere
1571,leger
18086,modere
1902,leger
359,leger
6388,leger
17672,leger
5553,leger
